url,price,address,images,date
https://www.kijiji.ca/v-house-rental/st-catharines/beautifull-house-for-rent-in-niagara-falls/1328143449,"$1,400.00","Ash St, Niagara Falls, ON L2G, Canada","[['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GLQAAOSwokJaZMFH/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/m-wAAOSw-4RaZMFO/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fJcAAOSwIHlaZMFW/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/37cAAOSw3wVaZMFc/$_59.JPG']]","January 21, 2018 4:36 PM"
https://www.kijiji.ca/v-room-rental-roommate/st-catharines/rooms-available-in-niagara-falls/1328115899,$300.00,"7122 Harovics Ln, Niagara Falls, ON L2G 7S9, Canada","[['https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/aa8AAOSw8H1aZKX2/$_59.JPG'], ['https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/qFgAAOSw-8paZKXK/$_59.JPG'], ['https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/MloAAOSw~o5aZKXR/$_59.JPG'], ['https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/R5IAAOSwgLlaZKXY/$_59.JPG']]","January 21, 2018 2:40 PM"
https://www.kijiji.ca/v-room-rental-roommate/st-catharines/niagara-rentals-offer-great-room-rentals/1328105701,$600.00,", st catharines L2S 3P4 ON, Canada","[['https://i.ebayimg.com/00/s/NTc1WDcyMA==/z/OmMAAOSwX7BaZJbe/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDQ1MA==/z/PogAAOSwXoxaZJbc/$_59.JPG'], ['https://i.ebayimg.com/00/s/NDc4WDY0MA==/z/mzAAAOSwceNaZJbV/$_59.JPG'], ['https://i.ebayimg.com/00/s/NDc4WDY0MA==/z/VWMAAOSwWMhaZJbY/$_59.JPG']]","January 21, 2018 1:36 PM"
https://www.kijiji.ca/v-room-rental-roommate/st-catharines/for-rent-large-room-in-niagara-falls/1328080258,$400.00,"5640 Glenholme Ave, Niagara Falls, ON L2G 4Y2, Canada","[['https://i.ebayimg.com/00/s/NTIyWDc3MA==/z/q-IAAOSwXMZaZBTM/$_59.JPG'], ['https://i.ebayimg.com/00/s/NTI5WDc2Nw==/z/OmcAAOSwXkNaZBTc/$_59.JPG']]","January 21, 2018 4:21 AM"
https://www.kijiji.ca/v-room-rental-roommate/st-catharines/looking-for-a-decent-place-to-stay/1328037760,$200.00,"8618 Lundy's Ln, Niagara Falls, ON L2H 1H4, Canada","[['https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/GJQAAOSwf15aY86m/$_59.JPG'], ['https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/zc4AAOSwzbxaY86y/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fVgAAOSwSPBaY87L/$_59.JPG']]","January 20, 2018 11:21 PM"
https://www.kijiji.ca/v-house-for-sale/st-catharines/649-000-townhouse-for-sale-in-niagara-falls/1327876073,"$649,000.00","21-5622 Ironwood Street, Niagara Falls, ON, L2H 0M5","[['https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/GN0AAOSwDApaZDoT/$_59.JPG'], ['https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/5QsAAOSwusdaZDoT/$_59.JPG'], ['https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/QQMAAOSwZFdaZDoT/$_59.JPG'], ['https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/4oMAAOSw37BaZDoT/$_59.JPG']]","January 20, 2018 1:36 PM"
https://www.kijiji.ca/v-house-rental/st-catharines/3-bedroom-home-w-quonset-hut-niagara-falls-avail-march-1/1327859567,"$1,550.00",", Niagara Falls  L2E6B8 ON, Canada","[['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sXsAAOSwZ11aYrtP/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/9TUAAOSwkV5aYrkA/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CigAAOSwX7BaYrkN/$_59.JPG'], ['https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/1uIAAOSwIspaYrkZ/$_59.JPG']]","January 20, 2018 3:43 AM"
https://www.kijiji.ca/v-room-rental-roommate/st-catharines/room-for-rent-niagara-falls-by-stamford-college/1327825665,$400.00,"5640 Glenholme Ave, Niagara Falls, ON L2G 4Y2, Canada","[['https://i.ebayimg.com/00/s/NTI5WDc2Nw==/z/m~sAAOSwMl9aZBBD/$_59.JPG'], ['https://i.ebayimg.com/00/s/NTIyWDc3MA==/z/bkAAAOSw3q5aZBBN/$_59.JPG']]","January 19, 2018 11:54 PM"
https://www.kijiji.ca/v-room-rental-roommate/st-catharines/room-for-rent-in-niagara-falls/1327780766,$550.00,"Elm St, Niagara Falls, ON L2E, Canada","[['https://i.ebayimg.com/00/s/MTMzNFg3NTA=/z/EpcAAOSwmuVaYlEI/$_59.JPG'], ['https://i.ebayimg.com/00/s/MTMzNFg3NTA=/z/RPwAAOSwoFVaYlEK/$_59.JPG'], ['https://i.ebayimg.com/00/s/MTMzNFg3NTA=/z/cpoAAOSwLI1aYlEN/$_59.JPG'], ['https://i.ebayimg.com/00/s/MTMzNFg3NTA=/z/pVsAAOSw5utaYlEQ/$_59.JPG']]","January 19, 2018 8:14 PM"
https://www.kijiji.ca/v-1-bedroom-apartments-condos/st-catharines/house-hotel-room-for-rent-st-catharines-welland-niagara-falls/1327764633,$450.00,"4238 Bridge St, Niagara Falls, ON L2E 2R5, Canada","[['https://i.ebayimg.com/00/s/NDYyWDY0MA==/z/x2AAAOSwuShaYkFt/$_59.JPG'], ['https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/OawAAOSwLI1aYkFy/$_59.JPG'], ['https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/rawAAOSwlzRaYkF3/$_59.JPG'], ['https://i.ebayimg.com/00/s/ODAwWDQ1MA==/z/iJoAAOSwkNtaYkGB/$_59.JPG']]","January 19, 2018 7:06 PM"
